Gcar,Gtm,Date,Team,Home,Opp,Result,Series,Inngs,Dec,DR,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA,FIP,Pit,Str,StL,StS,GB,FB,LD,PU,Unk,IR,IS,SB,CS,PO,AB,2B,3B,GIDP,SF,ROE,BAbip,aLI,WPA,acLI,cWPA,RE24,Entered,Exited,Id,GmSc,DFS(DK),DFS(FD)
1,1,2010-10-06,CIN,@,PHI,"L, 0-4",NLDS G1,6-7,,2,1.2,0,0,0,0,0,0,0,0,0,0,6,0.00,3.08,22,15,4,1,4,2,1,1,0,0,0,0,0,0,6,0,0,0,0,1,.000,0.20,0.0,3.09,0.1%,0.89,6b --- 0 out d4,7b --- 2 out d4,ondrulo01,,,
2,2,2010-10-08,CIN,@,PHI,"L, 4-7",NLDS G2,6-7,H(1),1,0.1,0,0,0,0,1,0,0,1,0,0,3,0.00,6.08,11,5,2,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,.000,4.11,-0.1,66.19,-0.6%,-0.56,6b 12- 2 out a2,6b 3 out a1,ondrulo01,,,
3,1,2013-10-01,CIN,@,PIT,"L, 2-6",NLWC G1,7-8,,2,1.0,1,1,1,1,0,0,1,0,0,0,4,9.00,14.05,25,15,3,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.04,0.0,0.84,-0.1%,-0.58,7b --- 0 out d4,7b 3 out d5,ondrulo01,,,
,,,,,,0-3,,,"W-L:0-0,Hld:1",,3.0,1,1,1,1,1,0,1,1,0,0,13,3.00,8.74,58,35,9,1,6,4,1,1,0,2,1,0,0,0,11,0,0,0,0,1,.000,1.05,-0.1,3.09,-0.6%,-0.25,,,ondrulo01,,,
1,3,2010-10-09,TBR,@,TEX,"W, 6-3",ALDS G3,7-9,W(1-0),5,1.2,0,0,0,0,0,0,1,0,0,0,5,0.00,1.88,16,12,6,1,1,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,.000,1.34,0.2,13.88,1.2%,0.83,7b --- 1 out d1,8b 3 out a1,benoijo01,,,
2,4,2010-10-10,TBR,@,TEX,"W, 5-2",ALDS G4,8-9,H(1),0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,1.58,7,6,0,4,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.73,0.1,16.40,0.8%,0.54,8b --- 0 out a3,8b 3 out a3,benoijo01,,,
3,5,2010-10-12,TBR,,TEX,"L, 1-5",ALDS G5,8-8,,1,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,1.44,15,11,0,4,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,.000,0.60,0.0,24.86,0.7%,0.47,8t --- 0 out d2,8t 3 out d2,benoijo01,,,
4,2,2011-10-02,DET,@,NYY,"W, 5-3",ALDS G2,7-9,H(1),4,2.0,1,1,1,1,0,0,3,0,0,0,7,4.50,6.53,23,16,2,6,0,4,0,2,0,2,0,0,0,0,7,0,0,0,0,0,.000,1.14,0.1,18.33,1.5%,1.07,7b 12- 0 out a4,8b 3 out a3,benoijo01,,,
5,5,2011-10-06,DET,@,NYY,"W, 3-2",ALDS G5,7-9,H(2),3,1.2,3,0,0,0,1,0,3,0,0,0,9,2.45,4.12,38,23,4,7,3,2,1,0,0,1,1,0,0,0,8,0,0,0,0,0,.600,3.34,0.1,138.98,3.2%,0.08,7b 1-- 1 out a2,8b 3 out a1,benoijo01,,,
6,7,2011-10-10,DET,@,TEX,"L, 3-7 (11)",ALCS G2,7-9,,3,1.1,0,0,0,0,1,0,0,0,0,0,4,1.80,4.43,19,10,3,2,0,3,1,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.58,0.1,42.01,2.0%,0.66,7b --- 2 out tie,8b 3 out tie,benoijo01,,,
7,8,2011-10-11,DET,,TEX,"W, 5-2",ALCS G3,8-8,,0,0.2,0,0,0,0,0,0,1,0,0,0,2,1.59,3.91,10,6,3,1,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,.000,0.47,0.0,9.69,0.2%,-0.05,8t --3 1 out a4,8t 3 out a3,benoijo01,,,
8,9,2011-10-12,DET,,TEX,"L, 3-7 (11)",ALCS G4,8-9,,0,2.0,0,0,0,0,1,0,2,0,0,0,6,1.17,3.55,34,24,6,4,2,1,0,0,0,0,0,0,1,0,5,0,0,0,0,0,.000,1.97,0.2,59.94,4.2%,1.02,8t --- 0 out tie,9t 3 out tie,benoijo01,,,
9,1,2012-10-06,DET,,OAK,"W, 3-1",ALDS G1,8-8,H(1),4,1.0,1,0,0,0,0,0,1,0,0,0,4,0.00,1.09,14,10,4,3,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,1.42,0.1,22.23,0.7%,0.52,8t --- 0 out a2,8t 3 out a2,benoijo01,,,
10,2,2012-10-07,DET,,OAK,"W, 5-4",ALDS G2,8-8,BS(1),0,1.0,2,2,2,1,0,0,0,0,0,1,5,9.00,8.59,24,16,0,5,0,5,3,1,0,0,0,2,0,0,5,0,0,0,0,0,.250,2.18,-0.4,36.60,-4.3%,-1.48,8t --- 0 out a1,8t 3 out d1,benoijo01,,,
11,4,2012-10-10,DET,@,OAK,"L, 3-4",ALDS G4,8-9,H(2),2,1.0,1,0,0,0,1,0,1,0,0,0,5,6.00,7.09,21,14,4,3,1,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,.333,1.60,0.1,35.94,1.2%,0.47,8b --- 0 out a2,8b 3 out a2,benoijo01,,,
12,6,2012-10-13,DET,@,NYY,"W, 6-4 (12)",ALCS G1,8-9,,2,0.2,1,0,0,0,0,0,0,0,0,0,3,4.91,6.37,7,5,1,1,1,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,.333,0.32,0.0,8.37,0.2%,0.27,8b --- 1 out a4,8b 3 out a4,benoijo01,,,
13,10,2012-10-24,DET,@,SFG,"L, 3-8",WS G1,7-8,,10,0.2,0,0,0,0,0,0,2,0,0,1,2,4.15,4.94,10,6,1,4,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,,0.02,0.0,1.22,0.0%,0.83,7b 12- 1 out d7,7b 3 out d7,benoijo01,,,
14,12,2012-10-27,DET,,SFG,"L, 0-2",WS G3,8-8,,2,1.0,1,0,0,0,0,0,1,0,0,0,4,3.38,4.22,14,10,5,1,2,1,1,0,0,0,0,0,0,0,4,1,0,0,0,0,.333,0.59,0.0,24.69,0.8%,0.52,8t --- 0 out d2,8t 3 out d2,benoijo01,,,
15,1,2013-10-04,DET,@,OAK,"W, 3-2",ALDS G1,8-GF(10),S(1),5,1.1,0,0,0,0,0,0,3,0,0,0,4,0.00,-1.45,17,13,1,5,0,1,0,1,0,1,0,0,0,0,4,0,0,0,0,0,.000,2.52,0.3,39.54,2.6%,0.69,8b 1-- 2 out a1,9b 3 out a1,benoijo01,,,
16,4,2013-10-08,DET,,OAK,"W, 8-6",ALDS G4,9-GF,,3,1.0,2,2,2,0,1,0,2,0,0,0,6,7.71,0.05,26,16,1,4,2,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,.667,0.79,0.0,15.09,0.2%,-1.50,9t --- 0 out a4,9t 3 out a2,benoijo01,,,
17,5,2013-10-10,DET,@,OAK,"W, 3-0",ALDS G5,9-GF(10),S(2),1,1.0,1,0,0,0,0,0,1,1,0,0,5,5.40,1.25,21,12,4,4,1,2,1,0,0,0,0,0,0,0,4,1,0,0,0,0,.333,0.72,0.0,30.08,1.0%,0.47,9b --- 0 out a3,9b 3 out a3,benoijo01,,,
18,6,2013-10-12,DET,@,BOS,"W, 1-0",ALCS G1,9-GF(10),S(3),1,1.0,1,0,0,0,0,0,1,0,0,0,4,4.15,1.20,22,15,4,2,0,3,1,1,0,0,0,1,0,0,4,0,0,0,0,0,.333,3.86,0.2,100.94,3.4%,0.50,9b --- 0 out a1,9b 3 out a1,benoijo01,,,
19,7,2013-10-13,DET,@,BOS,"L, 5-6",ALCS G2,8-9,BS(1),0,0.1,1,1,1,1,0,0,1,0,0,0,2,5.79,3.69,8,7,0,2,0,1,1,0,0,3,3,0,0,0,2,0,0,0,0,0,,1.63,-0.4,41.88,-7.1%,-3.23,8b 123 2 out a4,8b 3 out tie,benoijo01,,,
20,9,2013-10-16,DET,,BOS,"W, 7-3",ALCS G4,9-GF,,2,1.0,2,1,1,0,0,0,2,0,0,0,5,6.35,2.87,21,15,4,4,1,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,.667,0.38,0.0,11.59,0.1%,-0.50,9t --- 0 out a5,9t 3 out a4,benoijo01,,,
,,,,,,13-7,,,"W-L:1-0,Sv:3,BSv:2,Hld:5",,22.1,17,7,7,3,5,0,27,1,0,2,88,2.82,3.19,367,247,53,67,18,37,12,5,0,10,5,3,1,0,82,4,1,1,0,1,.269,1.56,0.8,100.94,12.5%,2.20,,,benoijo01,,,
1.0,5.0,2012-10-11,OAK,,DET,"L, 0-6",ALDS G5,8-GF,,7.0,2.0,0,0,0,0,0,0,3,0,0,0,6,0.0,0.09,21,16,9,2,1,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.01,0.0,0.56,0.1%,0.94,8t --- 0 out d6,9t 3 out d6,scribev01,,,
,,,,,,0-1,,,W-L:0-0,,2.0,0,0,0,0,0,0,3,0,0,0,6,0.0,0.09,21,16,9,2,1,2,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.01,0.0,0.56,0.1%,0.94,,,scribev01,,,
1.0,2.0,2020-09-30,CHW,@,OAK,"L, 3-5",ALWC G2,4-7,,2.0,2.2,1,0,0,0,1,0,2,0,0,0,9,0.0,2.82,35,22,6,2,4,2,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0.167,0.13,0.0,1.48,0.1%,1.29,4b --- 1 out d5,6b 3 out d5,cordeji01,,,
2.0,3.0,2020-10-01,CHW,@,OAK,"L, 4-6",ALWC G3,7-8,,0.0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.0,2.92,9,8,3,0,2,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0,0.32,0.0,6.67,0.3%,0.51,7b --- 0 out d2,7b 3 out d2,cordeji01,,,
,,,,,,0-2,,,W-L:0-0,,3.2,1,0,0,0,1,0,2,0,0,0,12,0.0,2.92,44,30,9,2,6,3,1,0,0,0,0,0,0,0,11,0,0,1,0,0,0.111,0.18,0.0,1.48,0.4%,1.8,,,cordeji01,,,
1,9,2020-10-15,ATL,,LAD,"W, 10-2",NLCS G4,GS-6,W(1-0),17,6.0,1,1,1,1,1,0,5,0,0,0,20,1.50,4.19,74,50,15,8,5,9,1,2,0,,,0,0,0,19,0,0,0,0,0,.000,0.77,0.2,24.50,4.2%,2.16,1t --- 0 out tie,6t 3 out tie,wilsobr02,70,,
2,1,2023-10-03,MIL,,ARI,"L, 3-6",NLWC G1,9-GF,,3,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,3.26,6,3,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.000,0.22,0.0,2.28,0.0%,0.33,9t -2- 2 out d3,9t 3 out d3,wilsobr02,,,
,,,,,,1-1,,,W-L:1-0,,6.1,1,1,1,1,1,0,5,0,0,0,21,1.42,4.14,80,53,17,8,6,9,1,2,0,1,0,0,0,0,20,0,0,0,0,0,.000,0.74,0.2,24.50,4.3%,2.49,,,wilsobr02,70,,
1,4,2012-10-10,CIN,,SFG,"L, 3-8",NLDS G4,9-GF,,8,1.0,1,0,0,0,1,0,1,0,0,0,5,0.00,4.09,22,14,5,3,2,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,.333,0.03,0.0,0.57,0.0%,0.49,9t --- 0 out d5,9t 3 out d5,simonal01,,,
2,1,2013-10-01,CIN,@,PIT,"L, 2-6",NLWC G1,5-6,,3,1.1,2,0,0,0,0,0,0,0,0,0,6,0.00,3.05,22,17,3,1,1,5,2,0,0,0,0,0,0,0,5,0,0,0,0,0,.400,0.16,0.0,3.30,0.1%,0.39,5b --- 0 out d4,6b 1-- 1 out d4,simonal01,,,
,,,,,,0-2,,,W-L:0-0,,2.1,3,0,0,0,1,0,1,0,0,0,11,0.00,3.50,44,31,8,4,3,6,2,1,0,0,0,0,0,0,9,0,0,0,0,0,.375,0.10,0.0,0.57,0.1%,0.88,,,simonal01,,,
1,3,2012-10-09,SFG,@,CIN,"W, 2-1 (10)",NLDS G3,GS-6,,5,5.0,3,1,1,0,3,0,5,0,0,0,20,1.80,2.89,95,55,18,8,6,6,2,0,0,,,1,0,0,17,0,0,0,0,0,.250,0.93,0.2,8.20,0.8%,1.47,1b --- 0 out tie,5b 3 out tie,vogelry01,59,,
2,7,2012-10-15,SFG,,STL,"W, 7-1",NLCS G2,GS-7,W(1-0),5,7.0,4,1,1,0,2,0,4,1,0,0,28,1.50,3.09,106,69,25,4,8,13,5,5,0,,,0,0,0,25,3,0,0,0,0,.190,0.85,0.2,21.77,2.2%,1.96,1t --- 0 out tie,7t 3 out a4,vogelry01,67,,
3,11,2012-10-21,SFG,,STL,"W, 6-1",NLCS G6,GS-7,W(2-0),5,7.0,4,1,1,0,1,0,9,0,0,0,27,1.42,2.30,102,67,15,11,9,8,3,0,0,,,0,0,0,26,1,0,0,0,1,.235,0.43,0.2,19.23,4.2%,1.96,1t --- 0 out tie,7t 3 out a4,vogelry01,73,,
4,15,2012-10-27,SFG,@,DET,"W, 2-0",WS G3,GS-6,W(3-0),5,5.2,5,0,0,0,4,0,3,0,0,0,24,1.09,2.73,104,60,16,6,7,10,5,1,0,,,0,0,0,20,0,0,2,0,0,.294,1.38,0.3,57.39,8.7%,2.88,1b --- 0 out tie,6b 1-- 2 out a2,vogelry01,58,,
5,5,2014-10-07,SFG,,WSN,"W, 3-2",NLDS G4,GS-6,,10,5.2,2,1,1,0,2,0,4,0,0,0,21,1.59,2.78,81,49,16,6,4,11,4,2,0,,,0,0,0,19,1,0,0,0,0,.133,1.07,0.2,23.90,2.4%,1.43,1t --- 0 out tie,6t --- 2 out a1,vogelry01,63,,
6,9,2014-10-15,SFG,,STL,"W, 6-4",NLCS G4,GS-3,,7,3.0,7,4,4,1,2,0,1,0,0,0,16,5.19,4.86,60,36,7,2,5,8,5,2,0,,,0,0,0,14,3,0,2,0,0,.500,1.20,-0.3,38.64,-6.6%,-2.74,1t --- 0 out tie,3t 3 out d3,vogelry01,28,,
7,14,2014-10-25,SFG,,KCR,"W, 11-4",WS G4,GS-3,,9,2.2,7,4,4,0,1,0,2,0,0,0,16,7.15,4.37,62,41,10,2,7,6,3,1,0,,,1,0,0,15,0,0,0,0,0,.538,1.17,-0.4,71.40,-13.8%,-3.13,1t --- 0 out tie,3t 12- 2 out d3,vogelry01,29,,
8,16,2014-10-28,SFG,@,KCR,"L, 0-10",WS G6,8-GF,,2,1.0,0,0,0,0,1,0,1,0,0,0,3,6.57,4.35,15,9,4,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,.000,0.00,0.0,0.00,0.0%,0.48,8b --- 0 out d10,8b 3 out d10,vogelry01,,,
,,,,,,7-1,,,W-L:3-0,,37.0,32,12,12,1,16,0,29,1,0,0,155,2.92,3.27,625,386,111,40,47,62,27,11,0,0,0,2,0,0,138,8,0,5,0,1,.287,0.95,0.3,8.20,-2.0%,4.32,,,vogelry01,54,,
1.0,1.0,2016-10-04,BAL,@,TOR,"L, 2-5 (11)",ALWC G1,7-8,,2.0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.0,3.15,7,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.82,0.0,17.08,0.2%,0.11,7b --- 2 out tie,7b 3 out tie,hartdo01,,,
,,,,,,0-1,,,W-L:0-0,,0.1,0,0,0,0,0,0,0,0,0,0,1,0.0,3.15,7,4,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.82,0.0,17.08,0.2%,0.11,,,hartdo01,,,
1.0,4.0,2012-10-11,WSN,,STL,"W, 2-1",NLDS G4,GS-6,,10.0,6.0,3,1,0,0,3,1,2,0,0,0,25,0.0,3.93,104,59,15,6,13,7,3,2,0,,,0,0,0,20,0,0,0,1,1,0.158,1.29,0.2,28.96,2.9%,1.88,1t --- 0 out tie,6t 3 out tie,detwiro01,63,,
,,,,,,1-0,,,W-L:0-0,,6.0,3,1,0,0,3,1,2,0,0,0,25,0.0,3.93,104,59,15,6,13,7,3,2,0,,,0,0,0,20,0,0,0,1,1,0.158,1.29,0.2,28.96,2.9%,1.88,,,detwiro01,63,,
1.0,1.0,2009-10-07,COL,@,PHI,"L, 1-5",NLDS G1,6-7,,2.0,1.0,1,0,0,0,1,0,0,0,0,1,5,0.0,6.1,16,10,4,0,3,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0.333,0.11,0.0,1.78,0.0%,0.26,6b 1-- 0 out d5,7b -2- 0 out d5,daleyma01,,,
,,,,,,0-1,,,W-L:0-0,,1.0,1,0,0,0,1,0,0,0,0,1,5,0.0,6.1,16,10,4,0,3,1,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0.333,0.11,0.0,1.78,0.0%,0.26,,,daleyma01,,,
1,2,2019-10-04,STL,@,ATL,"L, 0-3",NLDS G2,GS-8,L(0-1),4,7.0,8,3,3,1,1,0,8,0,0,2,29,3.86,3.21,117,76,16,23,12,8,5,1,0,,,0,1,0,28,1,0,0,0,0,.368,0.78,0.1,11.92,0.5%,0.93,1b --- 0 out tie,7b 3 out d3,flaheja01,56,,
2,5,2019-10-09,STL,@,ATL,"W, 13-1",NLDS G5,GS-7,W(1-1),4,6.0,4,1,1,1,1,0,8,1,0,0,24,2.77,3.44,104,64,19,14,8,6,2,0,0,,,0,0,0,22,0,0,0,0,0,.231,0.08,0.0,3.13,0.5%,2.37,1b --- 0 out a10,6b 3 out a12,flaheja01,67,,
3,8,2019-10-14,STL,@,WSN,"L, 1-8",NLCS G3,GS-5,L(1-2),4,4.0,5,4,4,0,2,0,6,0,0,1,19,4.24,3.04,78,49,14,8,7,4,3,0,0,,,0,0,0,15,2,0,0,0,0,.556,0.81,-0.2,16.77,-2.3%,-1.84,1b --- 0 out tie,4b 3 out d4,flaheja01,40,,
4,3,2020-10-02,STL,@,SDP,"L, 0-4",NLWC G3,GS-7,L(0-1),6,6.0,6,1,1,0,2,0,8,0,0,0,26,1.50,1.52,110,65,20,13,8,8,5,2,0,,,0,0,0,24,2,0,0,0,0,.375,1.20,0.2,25.04,2.0%,2.05,1b --- 0 out tie,6b 3 out d1,flaheja01,62,,
5,2,2023-10-08,BAL,,TEX,"L, 8-11",ALDS G2,5-6,,7,2.0,2,1,1,0,3,0,1,0,0,0,10,4.50,6.76,46,22,5,2,4,2,1,0,0,0,0,0,0,0,7,0,0,1,0,0,.333,0.23,0.0,3.57,-0.1%,-0.02,5t --- 0 out d5,6t 3 out d5,flaheja01,,,
6,2,2024-10-06,LAD,,SDP,"L, 2-10",NLDS G2,GS-6,L(0-1),10,5.1,5,4,4,2,1,0,2,1,0,0,22,6.75,8.42,90,57,17,5,11,7,1,3,0,,,0,0,0,20,1,0,1,0,0,.188,0.77,-0.1,12.31,-1.2%,-0.96,1t --- 0 out tie,6t 12- 1 out d2,flaheja01,43,,
7,6,2024-10-13,LAD,,NYM,"W, 9-0",NLCS G1,GS-7,W(1-1),6,7.0,2,0,0,0,2,0,6,0,0,0,24,2.92,4.95,98,59,16,11,3,13,4,1,0,,,0,0,0,22,0,0,0,0,0,.125,0.57,0.2,14.86,3.2%,3.43,1t --- 0 out tie,7t 3 out a6,flaheja01,77,,
8,10,2024-10-18,LAD,@,NYM,"L, 6-12",NLCS G5,GS-4,L(1-2),4,3.0,8,8,8,1,4,0,0,0,0,0,21,7.04,6.23,75,41,10,2,7,10,4,0,0,,,0,0,0,17,3,1,0,0,0,.438,0.75,-0.4,13.62,-4.2%,-6.54,1b --- 0 out tie,3b 3 out d7,flaheja01,7,,
9,12,2024-10-25,LAD,,NYY,"W, 6-3 (10)",WS G1,GS-6,,6,5.1,5,2,2,1,1,0,6,0,0,0,22,6.10,5.63,89,55,15,19,9,6,4,0,0,,,0,0,0,21,0,0,1,0,0,.286,1.14,0.0,59.31,-1.4%,0.68,1t --- 0 out tie,6t --- 1 out d1,flaheja01,55,,
10,16,2024-10-30,LAD,@,NYY,"W, 7-6",WS G5,GS-2,,4,1.1,4,4,4,2,1,0,1,0,0,0,9,7.36,6.71,35,18,8,3,2,5,3,0,0,,,0,0,0,8,1,0,0,0,0,.400,0.61,-0.3,22.16,-6.0%,-3.54,1b --- 0 out tie,2b 1-- 1 out d4,flaheja01,30,,
11,3,2025-10-02,DET,@,CLE,"W, 6-3",ALWC G3,GS-5,,7,4.2,3,1,1,0,2,0,4,0,0,0,17,1.93,2.71,74,43,16,7,5,6,3,1,0,,,0,1,0,15,1,0,1,0,0,.273,0.96,0.1,20.00,1.4%,1.29,1b --- 0 out tie,5b 1-- 2 out tie,flaheja01,56,13.50,23.00
12,6,2025-10-07,DET,,SEA,"L, 4-8",ALDS G3,GS-4,L(0-1),4,3.1,4,4,3,1,3,0,6,0,0,0,17,4.50,4.14,76,48,9,8,2,6,3,0,0,,,0,0,0,14,1,0,0,0,0,.429,0.91,-0.2,19.12,-2.3%,-1.51,1t --- 0 out tie,4t 1-- 1 out d3,flaheja01,41,9.30,19.00
13,8,2025-10-10,DET,@,SEA,"L, 2-3 (15)",ALDS G5,13-15,,2,2.0,0,0,0,0,3,0,2,0,0,0,7,3.60,4.44,43,21,7,6,2,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,.000,2.57,0.3,107.03,6.0%,0.91,13b --- 0 out tie,14b 3 out tie,flaheja01,,6.70,12.00
,,,,,,5-8,,,W-L:2-6,,57.0,56,33,32,9,26,0,58,2,0,3,247,5.05,4.67,1035,618,172,121,80,81,38,8,0,0,0,0,3,0,217,12,1,5,0,0,.313,0.82,-0.4,11.92,-3.9%,-2.76,,,flaheja01,49,29.50,54.00
1.0,2.0,2020-09-30,TOR,@,TBR,"L, 2-8",ALWC G2,4-6,,4.0,2.0,0,0,0,0,0,0,5,0,0,0,6,0.0,-1.81,28,18,2,12,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.05,0.0,0.47,0.1%,1.0,4b --- 0 out d7,5b 3 out d6,pearsna01,,,
,,,,,,0-1,,,W-L:0-0,,2.0,0,0,0,0,0,0,5,0,0,0,6,0.0,-1.81,28,18,2,12,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0,0.05,0.0,0.47,0.1%,1.0,,,pearsna01,,,
1,3,2020-10-06,MIA,@,ATL,"L, 5-9",NLDS G1,8-GF,,9,1.0,0,0,0,0,3,0,2,0,0,1,6,0.00,8.19,32,17,4,6,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.08,0.0,1.20,0.0%,0.54,8b --- 0 out d4,8b 3 out d4,stanery01,,,
2,5,2020-10-08,MIA,,ATL,"L, 0-7",NLDS G3,7-7,,1,1.0,0,0,0,0,0,0,1,0,0,0,3,0.00,4.69,17,10,0,4,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.03,0.0,0.31,0.0%,0.54,7t --- 0 out d7,7t 3 out d7,stanery01,,,
3,2,2021-10-08,HOU,,CHW,"W, 9-4",ALDS G2,7-7,W(1-0),5,1.0,1,0,0,0,1,0,2,0,0,0,5,0.00,2.17,17,11,3,4,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,.500,1.57,0.1,25.17,0.8%,0.53,7t --- 0 out tie,7t 3 out tie,stanery01,,,
4,3,2021-10-10,HOU,@,CHW,"L, 6-12",ALDS G3,7-8,,1,1.0,0,0,0,0,0,0,2,0,0,0,3,0.00,0.67,14,9,3,4,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,.000,0.15,0.0,1.52,0.1%,0.66,7b 1-- 2 out d3,8b --- 2 out d3,stanery01,,,
5,4,2021-10-12,HOU,@,CHW,"W, 10-1",ALDS G4,7-8,,1,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,1.03,4,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.000,0.29,0.0,5.65,0.1%,0.24,7b 1-- 2 out a5,7b 3 out a5,stanery01,,,
6,5,2021-10-15,HOU,,BOS,"W, 5-4",ALCS G1,7-7,W(2-0),2,0.1,0,0,0,0,0,0,0,0,0,0,1,0.00,1.30,5,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,.000,1.47,0.0,38.38,0.6%,0.24,7t 1-- 2 out tie,7t 3 out tie,stanery01,,,
7,6,2021-10-16,HOU,,BOS,"L, 5-9",ALCS G2,9-GF,,0,1.0,1,0,0,0,0,0,0,0,0,0,3,0.00,1.81,12,8,0,1,2,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,.333,0.04,0.0,1.14,0.0%,0.53,9t --- 0 out d6,9t 3 out d6,stanery01,,,
8,7,2021-10-18,HOU,@,BOS,"L, 3-12",ALCS G3,8-GF,,1,1.0,1,1,1,1,0,0,2,0,0,0,4,1.93,4.03,14,11,1,5,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.00,0.0,0.00,0.0%,-0.44,8b --- 0 out d8,8b 3 out d9,stanery01,,,
9,9,2021-10-20,HOU,@,BOS,"W, 9-1",ALCS G5,9-GF(10),,1,1.0,0,0,0,0,0,0,0,0,0,0,3,1.59,3.88,17,10,1,2,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.01,0.0,0.41,0.0%,0.56,9b --- 0 out a8,9b 3 out a8,stanery01,,,
10,10,2021-10-22,HOU,,BOS,"W, 5-0",ALCS G6,8-8,H(1),1,1.0,0,0,0,0,0,0,0,0,0,0,3,1.35,3.77,17,12,2,2,0,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,.000,1.00,0.1,39.08,1.7%,0.53,8t --- 0 out a2,8t 3 out a2,stanery01,,,
11,11,2021-10-26,HOU,,ATL,"L, 2-6",WS G1,7-8,,3,1.0,1,1,1,0,1,0,0,0,0,0,4,2.35,4.08,20,12,1,1,3,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,.333,0.25,0.0,12.80,0.3%,0.25,7t 12- 1 out d4,8t 1-3 1 out d4,stanery01,,,
12,13,2021-10-29,HOU,@,ATL,"L, 0-2",WS G3,7-8,,2,0.1,0,0,0,0,0,0,1,0,0,0,1,2.25,3.80,4,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0.41,0.0,25.70,0.4%,0.11,7b --- 2 out d1,7b 3 out d1,stanery01,,,
13,14,2021-10-30,HOU,@,ATL,"L, 2-3",WS G4,5-6,,0,1.0,0,0,0,0,0,0,1,0,0,0,3,2.00,3.50,15,11,3,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.90,0.1,57.36,2.8%,0.53,5b --- 0 out a2,5b 3 out a2,stanery01,,,
14,15,2021-10-31,HOU,@,ATL,"W, 9-5",WS G5,7-8,H(2),0,1.0,0,0,0,0,0,0,1,0,0,0,3,1.80,3.27,12,9,2,2,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,.000,0.75,0.1,35.47,1.8%,0.53,7b --- 0 out a3,7b 3 out a3,stanery01,,,
15,16,2021-11-02,HOU,,ATL,"L, 0-7",WS G6,7-7,,1,1.0,1,1,1,1,0,0,2,0,0,0,4,2.45,4.08,25,17,3,1,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,.000,0.05,0.0,4.44,-0.4%,-0.47,7t --- 0 out d6,7t 3 out d7,stanery01,,,
